Q1,Q2,Q3,Q4,Q5,Q6,Q46,Q47,Q48,Q49,Q50,Q112,Q164,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Gender,Age,Marital,Employment,Class,Ethnic,Urban_Rural
1,2,2,4,2,3,2,2,8,9,8,10,6,2,1,1,1,3,3,3,3,2,2,2,51,1,1,4,458012,1
1,2,2,3,2,2,2,2,7,8,7,10,8,3,2,1,1,3,3,2,3,3,2,1,59,1,2,2,458012,1
1,1,2,2,2,2,3,3,9,5,5,8,8,2,3,2,3,3,2,3,3,2,3,1,58,1,3,4,458012,1
1,2,1,2,2,3,3,3,7,7,7,7,7,2,3,1,3,2,1,2,3,2,2,2,55,1,1,3,458012,1
1,2,2,2,2,2,2,2,8,8,7,8,6,1,3,1,2,2,2,2,2,1,1,1,64,1,2,3,458012,1
1,3,2,1,1,2,2,3,7,6,4,10,3,3,2,1,1,2,3,2,3,2,2,1,67,2,3,4,458012,1
1,2,1,3,1,2,2,2,8,9,6,10,7,2,3,2,2,3,3,1,3,2,3,2,58,4,1,2,458012,1
1,2,2,3,2,3,2,3,6,6,6,9,5,3,2,1,1,2,4,2,1,2,2,2,50,1,1,2,458012,1
1,2,2,4,2,3,2,2,6,7,4,7,5,2,3,2,2,2,2,2,3,2,2,1,52,1,1,3,458012,1
1,2,2,2,2,2,3,3,6,6,5,9,6,3,2,2,3,2,3,2,2,2,2,1,64,1,3,2,458012,1
1,1,1,2,2,2,2,3,7,8,7,10,7,4,1,2,1,3,3,1,2,3,2,2,51,6,1,2,458012,1
1,1,2,2,1,2,2,2,8,8,6,10,6,3,2,1,1,4,3,2,4,2,3,1,57,1,3,3,458012,1
2,2,2,3,2,3,2,3,6,6,6,6,4,3,3,2,2,3,3,2,3,3,2,1,52,1,1,4,458012,1
1,1,1,3,1,1,2,2,8,8,8,10,10,3,1,1,1,2,4,2,1,3,4,1,58,1,1,3,458012,1
1,3,2,3,2,1,2,2,8,6,5,10,10,2,2,2,2,2,3,2,2,2,2,1,53,1,1,4,458012,1
1,2,2,3,2,4,2,2,9,6,5,10,2,2,4,4,4,4,1,4,4,1,1,1,68,1,1,4,458014,1
1,2,1,3,2,1,2,3,7,8,6,6,10,2,3,1,2,3,2,2,4,2,2,2,52,1,4,2,458004,1
1,1,1,3,2,1,2,2,6,5,5,7,7,2,3,2,4,3,2,4,2,1,2,2,57,6,1,3,458004,1
1,2,2,2,2,2,3,3,9,7,6,9,8,1,3,2,3,2,2,4,4,1,3,2,59,6,1,3,458012,1
2,2,2,3,2,2,3,3,6,6,5,10,5,3,2,1,2,3,3,2,2,2,3,1,52,1,4,3,458012,1
1,1,1,2,1,3,2,3,7,7,5,10,7,3,2,1,3,4,3,3,3,2,1,1,63,1,4,3,458012,1
1,1,2,3,1,2,2,1,8,8,8,10,8,4,2,1,1,3,4,1,2,3,3,2,51,1,1,3,458012,1
1,2,1,2,2,2,2,3,8,8,7,6,6,2,3,1,3,2,2,2,3,2,3,2,58,3,4,2,458004,1
1,2,2,4,3,3,2,3,6,7,7,6,5,3,3,2,2,3,3,2,2,3,3,1,67,1,1,2,458012,1
1,2,2,1,1,3,2,2,8,7,6,10,3,2,3,1,2,2,2,4,4,1,1,1,56,1,7,3,458012,1
1,3,2,3,3,3,3,3,6,4,3,10,2,4,1,1,2,3,4,2,2,4,2,1,68,1,4,3,458004,1
1,2,1,2,4,1,2,2,9,8,8,9,6,2,4,1,2,3,2,3,4,2,2,1,59,6,4,3,458012,1
1,2,2,4,1,1,2,4,5,6,4,3,10,2,3,3,3,2,2,3,2,2,3,1,51,1,1,2,458012,1
1,2,3,4,1,1,1,1,10,10,10,10,10,3,1,1,1,3,3,4,2,3,1,1,54,1,3,2,458012,1
1,2,2,3,2,2,2,3,8,8,9,10,6,2,2,2,3,2,2,3,3,3,2,2,49,2,2,3,458012,1
1,2,2,3,1,2,1,2,7,9,8,10,6,3,3,2,3,3,3,2,3,2,3,2,51,2,3,2,458012,1
1,2,2,4,3,3,2,3,5,5,5,5,7,2,2,2,4,2,2,4,4,2,2,2,50,1,5,4,458012,1
1,1,1,2,2,1,2,3,7,7,7,8,7,3,2,2,2,2,2,2,2,3,2,2,52,6,1,2,458012,1
1,2,2,4,2,4,4,4,1,1,1,10,10,3,4,1,3,3,3,3,3,3,4,2,50,6,7,5,458004,1
1,1,1,2,2,1,2,3,7,7,7,10,10,4,3,1,1,4,4,1,4,3,2,2,60,6,1,4,458012,1
1,1,2,2,2,2,2,2,6,9,8,10,5,2,3,1,1,3,3,1,3,2,2,1,69,2,4,4,458012,1
1,1,2,2,1,1,1,2,10,5,9,10,9,4,1,1,1,3,3,1,2,2,1,1,55,1,3,2,458012,1
2,2,1,3,3,3,3,3,4,3,3,10,2,3,2,1,1,3,3,1,2,1,2,1,52,6,3,3,458012,1
1,2,1,3,2,2,1,1,8,6,4,8,7,3,3,3,3,3,3,3,3,3,2,2,25,6,1,4,458012,1
1,1,1,3,2,1,2,3,8,8,8,9,10,3,3,1,2,2,3,2,2,3,3,2,67,1,4,4,458004,1
1,1,1,1,1,1,4,2,8,10,8,10,10,3,3,1,1,3,3,2,4,2,2,2,64,1,4,4,458012,1
1,1,2,3,2,1,2,2,8,8,6,7,10,2,4,2,3,2,2,3,4,2,2,2,55,6,1,3,458012,1
1,1,2,2,2,2,2,2,8,8,6,10,10,4,2,1,2,4,4,2,4,1,2,1,66,1,4,2,458012,1
1,2,2,2,2,1,2,2,7,10,8,10,10,2,4,1,1,4,4,4,2,2,1,1,58,1,1,2,458004,1
1,2,2,2,1,2,2,3,6,5,5,10,8,2,4,3,3,2,2,3,4,2,2,1,55,2,4,3,458012,1
1,1,1,1,1,1,1,1,5,9,8,10,10,3,2,1,2,3,3,3,3,2,1,1,70,1,3,2,458012,1
1,1,2,2,1,1,2,2,7,8,8,9,10,3,2,1,2,3,3,3,3,3,1,1,64,1,4,3,458014,1
1,2,2,2,1,2,2,2,8,7,6,5,9,2,2,2,2,2,3,2,2,3,2,2,59,1,2,3,458012,1
1,1,2,2,2,2,1,2,9,8,9,10,8,4,2,1,1,3,4,1,2,3,3,1,60,1,1,1,458012,1
1,2,1,4,3,1,2,3,7,6,6,10,10,4,2,1,1,4,4,1,2,3,2,1,79,1,4,3,458004,1
1,2,1,2,2,1,2,3,6,8,5,9,10,2,4,1,1,4,2,1,3,2,3,1,51,1,1,4,458004,1
1,2,2,2,1,2,2,2,8,8,8,10,8,2,2,1,2,3,3,2,3,2,2,1,50,1,1,2,458012,1
1,1,2,2,2,2,2,2,5,5,5,10,5,4,1,1,2,3,4,2,2,3,2,1,57,1,1,2,458012,1
1,1,1,1,2,1,2,3,8,8,7,10,7,2,1,1,1,3,3,2,3,2,2,2,51,1,5,4,458012,1
1,2,2,3,2,3,2,2,8,9,7,10,7,2,4,3,2,1,1,2,3,1,1,1,53,1,1,3,458012,1
1,1,2,2,2,1,1,1,8,10,10,9,10,1,3,2,1,2,2,2,3,2,2,2,70,1,4,3,458012,1
1,1,2,2,1,1,3,3,6,6,5,10,10,2,3,1,3,3,3,3,3,2,1,1,63,1,1,2,458012,1
1,1,1,2,1,1,2,2,10,8,8,10,10,4,1,1,1,1,3,1,1,2,1,2,52,1,1,3,458012,1
1,2,2,1,1,1,2,2,7,8,6,9,8,3,2,2,2,3,3,2,2,3,3,2,63,1,4,2,458012,1
2,2,2,2,2,2,2,3,6,6,6,5,5,2,2,2,3,2,2,2,2,2,2,2,50,1,1,3,458004,1
1,2,2,3,2,2,2,2,6,7,4,7,5,2,3,2,2,2,2,2,2,2,2,2,53,1,1,4,458012,1
1,1,1,1,1,3,2,2,1,8,6,10,6,4,3,1,3,4,4,3,4,4,2,1,66,6,3,3,458012,1
1,2,2,3,2,1,2,3,7,8,6,7,9,2,4,2,4,1,2,4,4,1,2,2,55,1,2,4,458012,1
1,2,2,3,2,2,2,2,6,7,7,10,6,4,4,1,4,3,4,3,4,4,2,2,58,1,1,3,458012,1
1,1,1,2,1,1,1,2,10,10,6,9,10,1,4,2,2,2,1,2,3,4,2,1,54,1,1,3,458004,1
1,2,2,2,2,1,2,2,9,9,10,5,10,1,3,4,3,1,1,4,4,2,2,2,63,1,4,2,458004,1
1,2,2,3,2,2,2,2,5,5,5,6,6,2,2,3,2,2,2,2,2,2,2,2,39,1,3,3,458012,1
1,1,1,3,2,1,2,2,7,7,4,10,10,4,2,1,1,4,4,1,2,1,2,2,26,1,1,3,458004,1
1,2,1,2,2,3,3,3,7,7,7,7,7,2,1,3,2,3,2,1,2,2,3,2,30,1,1,3,458012,1
1,2,1,3,1,2,2,3,8,7,6,9,9,3,3,3,1,2,3,1,2,2,1,2,45,1,1,4,458012,1
1,2,1,4,2,1,2,3,10,8,4,10,10,3,2,1,2,2,3,3,3,1,1,1,37,1,1,4,458004,1
1,1,2,2,2,1,2,2,7,7,8,10,10,3,2,1,2,3,3,2,3,2,2,2,59,1,4,4,458012,1
1,2,2,2,1,2,2,3,4,5,3,10,10,4,1,1,1,4,4,1,2,3,1,1,60,1,1,3,458014,1
1,1,1,1,1,1,2,2,9,8,8,9,9,3,3,1,2,3,2,3,4,2,2,1,23,6,1,2,458012,1
1,2,2,4,1,1,2,2,10,9,8,5,5,2,3,2,3,2,3,3,3,2,2,1,38,1,1,2,458004,1
1,1,2,3,2,3,2,2,7,7,7,10,8,3,4,1,1,2,3,1,2,4,3,1,43,1,1,3,458004,1
1,1,1,2,2,1,2,3,7,7,8,10,10,3,2,1,2,2,3,1,3,3,2,2,56,1,5,2,458004,1
1,1,2,2,2,1,2,2,8,5,4,5,10,2,2,2,2,2,2,2,2,2,2,2,35,1,1,3,458004,1
1,2,2,2,2,1,2,3,7,5,5,6,8,1,4,2,3,2,2,4,3,1,1,1,43,1,1,3,458004,1
1,2,2,2,1,1,2,2,7,7,2,9,10,3,1,1,1,3,2,2,2,2,3,1,47,1,1,3,458004,1
1,2,2,3,2,2,2,3,8,7,7,10,6,3,3,2,3,3,3,3,3,3,3,2,44,6,1,3,458012,1
1,2,1,4,1,1,1,2,9,9,9,8,8,3,3,4,4,4,3,4,3,3,3,1,37,6,1,1,458004,1
1,2,1,3,2,2,2,1,9,7,5,8,4,1,1,1,1,1,1,2,1,3,1,1,53,6,1,3,458012,1
1,2,1,4,1,1,2,2,5,7,1,10,10,2,2,1,1,1,3,1,1,3,2,2,56,1,5,3,458004,1
1,2,1,4,1,1,2,3,5,5,8,3,10,2,4,3,3,3,2,3,3,3,2,1,48,1,5,3,458004,2
1,1,2,2,1,1,3,3,6,7,7,6,6,3,3,3,3,3,3,3,3,3,3,1,45,1,1,4,458012,1
1,1,1,1,2,2,1,2,10,8,9,10,10,1,2,1,1,1,2,2,1,1,1,2,55,1,1,2,458004,1
1,2,2,3,1,2,2,3,8,7,1,8,6,1,3,2,2,2,2,3,3,3,2,1,54,1,4,4,458012,2
1,2,1,3,1,1,2,2,10,7,6,10,10,4,3,1,1,3,3,1,3,3,3,2,59,3,3,2,458004,1
1,1,2,2,1,1,2,1,5,4,2,9,10,4,2,1,2,4,3,3,3,3,2,1,26,1,1,4,458004,1
1,2,2,3,2,1,2,2,6,7,7,5,10,2,2,2,2,2,2,2,2,2,2,2,29,1,1,4,458004,1
2,2,3,3,3,2,2,3,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,32,6,1,2,458012,1
1,1,2,2,1,2,2,2,10,8,8,10,6,4,1,2,1,4,4,1,1,3,2,2,52,1,1,4,458012,1
1,2,1,4,1,1,2,2,8,8,8,5,10,3,3,2,3,3,4,2,3,3,2,2,51,1,1,2,458004,1
1,1,1,2,1,2,3,4,7,4,4,9,3,3,1,1,1,3,3,1,2,2,2,2,56,1,1,3,458004,1
1,2,2,2,2,1,3,3,6,6,5,10,10,4,1,1,2,4,4,1,1,4,3,2,56,1,1,2,458012,1
1,1,1,3,2,3,2,3,8,8,9,8,1,1,4,2,2,2,2,3,3,2,2,1,51,6,1,3,458012,1
1,2,1,2,1,1,2,1,9,8,8,8,7,2,2,1,2,3,3,3,2,3,2,2,49,1,1,2,458004,2
1,2,2,1,2,2,2,3,5,6,5,8,8,2,2,2,2,2,3,2,2,2,2,2,54,1,4,2,458004,1
1,2,1,2,2,3,2,3,6,6,6,7,6,2,1,1,1,2,3,1,1,4,4,1,32,1,1,3,458012,1
1,2,2,4,1,1,3,2,8,6,4,10,10,3,1,1,1,4,2,3,1,3,2,1,51,1,3,3,458004,1
1,2,2,3,2,1,2,1,8,8,8,7,10,1,1,1,1,1,1,1,1,1,1,2,52,6,1,2,458004,1
1,1,1,1,1,1,3,3,3,6,6,10,10,4,1,1,1,4,4,1,3,3,2,1,52,1,4,3,458004,1
1,2,2,3,2,1,2,1,10,7,5,10,10,2,3,1,1,3,2,3,3,4,1,1,51,1,1,2,458004,2
1,2,1,3,2,1,2,2,5,5,5,5,6,2,2,3,2,2,3,3,2,3,2,1,22,6,1,1,458012,1
1,3,2,4,2,3,3,4,5,6,6,3,5,2,2,1,1,1,1,2,2,2,2,2,54,1,5,2,458012,2
1,2,2,2,1,1,3,3,5,3,1,10,10,3,2,1,1,4,3,3,3,3,2,1,55,1,1,4,458004,1
1,2,1,2,2,1,3,1,5,5,6,5,5,4,2,3,3,3,2,3,2,3,3,2,51,1,1,3,458004,1
2,3,1,4,3,2,2,2,4,5,5,6,5,2,3,4,2,2,3,2,3,3,3,2,29,6,1,5,458012,1
1,2,2,3,1,1,2,3,10,7,10,7,7,1,4,3,2,2,1,2,3,2,3,1,26,1,1,2,458004,1
1,2,1,2,1,2,2,2,6,6,6,7,7,2,3,1,2,2,2,2,2,2,3,2,37,6,1,1,458012,1
1,1,2,2,2,1,2,1,5,5,3,6,10,2,2,1,1,2,2,2,4,1,2,1,53,1,2,2,458004,1
1,2,1,2,1,1,2,1,7,8,8,6,8,2,2,3,3,3,2,3,1,4,3,2,50,1,1,4,458004,1
1,3,1,2,2,2,2,3,7,6,5,5,6,2,2,3,3,2,2,3,4,2,3,1,55,1,1,3,458012,1
1,1,3,3,3,2,1,2,8,8,9,7,8,3,1,1,1,2,4,1,1,1,4,1,59,1,1,1,458012,1
1,2,1,2,1,1,2,2,9,9,8,10,8,4,1,1,1,1,4,1,1,3,2,1,59,1,1,2,458004,1
1,2,2,2,1,2,2,2,7,8,6,8,6,3,2,3,1,2,2,1,2,2,3,2,31,6,1,3,458012,1
1,2,1,2,1,1,1,3,9,9,8,6,10,2,3,1,2,1,2,2,4,2,1,2,54,1,3,3,458004,2
1,2,1,3,1,4,2,3,5,5,3,10,10,4,4,4,1,1,4,2,2,3,4,1,28,1,1,2,458014,1
1,2,1,2,1,1,1,1,9,9,10,6,10,1,4,2,3,2,1,4,4,2,1,1,63,1,4,4,458004,1
1,1,1,2,1,3,3,3,5,5,2,10,6,3,2,1,1,4,3,1,4,1,1,2,37,1,1,3,458012,1
1,2,2,3,2,1,1,2,5,9,8,5,9,1,3,2,4,2,2,2,4,2,2,2,55,1,4,2,458004,1
1,2,2,4,1,1,1,2,10,10,7,6,10,1,4,1,3,2,2,2,2,2,2,2,53,1,1,4,458004,1
1,2,2,3,2,2,2,2,6,7,7,5,9,2,3,3,3,3,2,3,3,2,2,2,30,6,1,2,458012,1
1,2,2,3,2,3,2,3,8,6,5,7,7,2,3,3,3,2,2,3,3,2,2,2,41,1,2,3,458012,1
1,2,2,3,2,2,2,2,5,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,35,1,1,3,458012,1
1,1,2,2,1,1,2,2,7,7,6,10,8,4,2,1,1,2,4,1,1,4,3,2,50,1,1,2,458012,1
1,2,2,3,3,3,3,3,7,4,4,10,3,4,2,2,1,3,2,2,2,3,4,2,54,6,2,5,458012,2
1,2,2,2,1,1,2,2,6,9,4,7,8,2,2,2,2,2,2,3,3,3,3,2,39,1,7,2,458004,1
1,2,1,2,2,2,2,3,7,6,7,7,8,3,2,2,2,2,2,2,2,2,1,1,59,1,1,2,458012,1
1,2,1,2,1,1,2,2,7,6,4,7,10,1,3,1,2,2,2,3,3,3,3,1,55,1,1,3,458004,1
1,2,2,3,2,2,2,3,7,8,7,7,6,2,2,2,1,2,3,2,1,2,3,2,43,1,1,3,458012,1
1,1,1,2,2,2,2,2,8,7,7,8,7,2,2,2,2,2,2,2,2,2,2,1,28,6,1,2,458012,1
1,2,2,2,2,3,2,2,6,7,6,10,2,4,1,1,1,4,4,2,2,3,3,1,44,1,1,3,458012,1
1,1,1,2,1,1,2,1,9,9,8,10,10,4,3,1,1,4,4,1,3,4,2,2,50,1,1,4,458004,1
1,3,2,3,1,1,1,2,8,9,9,5,10,3,3,3,3,3,3,3,3,3,3,2,26,6,1,3,458004,1
1,2,2,3,1,1,2,3,9,9,7,7,10,2,2,2,2,2,2,2,2,2,2,2,43,1,1,2,458004,1
1,1,1,2,1,2,1,1,10,9,9,8,8,2,1,1,1,2,2,2,1,2,2,1,29,6,1,1,458012,1
1,1,1,2,2,1,2,2,9,9,6,10,10,1,2,1,1,4,4,2,3,4,2,2,23,6,8,3,458012,1
1,1,2,2,1,2,1,2,4,5,5,7,6,4,3,4,4,4,4,1,4,2,1,1,34,1,1,3,458012,1
1,3,2,3,1,1,2,3,7,6,4,5,4,2,2,3,2,2,2,2,2,2,2,2,46,1,1,2,458004,1
1,1,2,3,2,2,2,2,8,6,7,7,10,2,4,1,2,3,2,3,3,2,2,1,30,1,1,4,458004,1
1,2,2,4,1,2,2,4,6,5,1,10,8,4,3,1,1,3,4,1,2,3,3,2,41,1,5,3,458012,1
1,1,1,3,1,1,2,3,8,6,6,7,10,1,4,2,4,2,1,4,4,2,1,1,31,6,1,3,458004,2
1,1,4,3,1,2,2,2,7,7,6,8,7,2,3,3,3,2,2,3,3,1,1,1,38,6,1,4,458012,1
1,2,1,3,2,1,1,2,9,8,3,2,10,1,4,2,3,1,1,3,2,1,2,1,35,1,1,2,458004,1
1,2,2,3,2,1,2,3,7,6,8,9,7,2,2,2,2,2,2,2,3,2,1,1,38,6,1,3,458012,1
1,2,1,3,2,2,3,2,8,6,6,10,3,3,1,1,1,2,4,1,3,2,2,1,34,1,1,2,458012,1
1,1,1,3,2,2,2,4,4,5,2,9,4,3,3,3,2,3,3,2,2,2,2,1,27,1,1,3,458012,1
1,2,2,3,1,2,2,3,7,7,7,8,6,2,2,2,2,2,2,3,3,2,1,2,48,6,1,3,458012,1
1,2,2,1,1,1,2,3,5,7,7,10,8,3,3,3,2,3,3,3,3,3,3,1,51,1,1,3,458012,1
1,1,2,2,1,1,1,2,10,10,10,10,9,2,1,1,1,4,1,1,4,1,1,2,61,1,8,2,458012,1
1,2,2,3,2,2,2,3,6,6,6,6,7,2,3,3,3,3,3,3,2,2,3,1,42,1,1,3,458012,1
1,2,2,3,2,3,2,3,5,5,3,10,6,3,3,2,3,3,3,2,2,2,3,1,41,1,1,3,458012,1
1,2,1,2,2,3,3,3,4,5,5,10,5,4,1,2,1,3,3,1,1,3,4,1,20,6,6,3,458012,1
1,1,2,2,2,2,2,2,7,8,8,9,6,4,3,1,3,2,3,2,2,2,2,1,23,6,6,3,458012,1
1,1,1,2,2,2,2,2,7,6,6,8,7,3,1,1,1,3,3,2,2,3,2,1,27,6,1,3,458012,1
1,2,1,3,1,1,1,2,7,7,6,10,10,3,2,1,1,4,1,1,1,1,2,1,38,6,1,4,458004,1
1,2,1,3,2,1,3,4,10,7,1,10,10,4,3,1,1,4,4,1,1,3,1,1,31,1,1,2,458004,1
1,2,1,1,2,2,3,2,4,4,6,10,4,3,2,1,1,2,3,1,1,3,2,1,39,1,1,2,458012,1
1,2,2,3,2,2,2,3,8,8,8,6,5,2,2,1,2,2,1,2,1,1,2,1,26,6,1,2,458012,1
2,2,2,3,2,2,2,4,9,7,7,10,10,4,1,2,1,2,4,1,1,4,3,2,43,6,1,2,458012,1
1,2,3,4,2,3,3,3,5,6,4,7,8,1,4,1,4,3,2,3,4,1,1,1,33,2,1,3,458004,1
1,1,1,1,1,1,2,2,6,8,10,8,6,2,2,2,2,2,2,2,2,2,2,1,26,1,1,3,458012,1
1,2,1,2,3,1,2,3,7,8,7,8,10,3,3,1,2,4,3,3,3,3,3,1,39,6,1,4,458004,1
1,2,1,2,1,1,2,2,8,6,5,10,10,3,2,2,2,3,3,3,3,3,3,1,52,4,1,5,458012,1
1,3,2,2,3,4,3,2,10,6,5,10,1,3,3,1,2,4,3,2,3,2,1,2,45,1,3,4,458012,1
1,2,2,2,2,3,1,3,8,8,8,10,4,4,2,2,1,2,3,1,1,2,1,1,48,1,1,2,458012,1
1,2,2,2,2,3,2,2,9,8,6,9,5,3,2,1,2,3,2,3,3,3,3,1,32,6,7,3,458012,1
1,2,2,3,2,3,2,3,8,7,6,9,7,3,2,1,1,3,3,2,2,2,2,1,35,1,1,2,458012,2
1,2,2,4,1,1,3,4,6,6,4,9,10,2,4,1,2,3,3,2,3,2,2,1,36,1,1,3,458004,1
1,2,1,1,2,1,2,2,8,8,6,10,10,4,1,1,1,4,4,2,1,3,2,1,41,1,1,3,458004,1
1,2,1,2,2,1,2,2,9,8,7,10,10,3,1,1,1,3,1,1,2,2,1,2,41,1,1,3,458012,1
1,2,3,4,2,1,2,2,5,5,6,5,5,2,4,2,3,3,3,3,3,3,3,1,34,1,4,2,458004,1
1,2,2,2,1,1,2,2,7,7,6,10,10,4,2,1,1,4,4,2,2,4,2,1,30,1,1,4,458004,2
1,2,2,2,1,1,2,3,9,8,6,6,10,1,4,3,4,1,1,4,4,2,2,1,63,1,1,4,458004,1
1,2,2,2,2,1,2,1,9,9,10,10,8,3,3,1,2,3,3,2,3,2,3,1,46,1,1,2,458012,1
1,3,1,3,2,1,2,2,6,4,4,5,10,3,2,1,1,3,3,1,3,3,2,1,31,1,1,2,458004,1
1,1,2,3,2,2,3,3,6,5,2,9,7,1,3,1,1,3,2,2,3,2,1,1,43,3,1,3,458012,1
1,1,2,3,2,2,2,2,5,5,5,8,10,4,2,2,2,3,3,2,2,2,2,1,26,6,1,2,458012,1
1,2,1,2,1,2,3,3,7,6,9,10,6,3,3,2,1,2,3,1,3,2,2,1,20,6,6,2,458012,1
1,2,2,3,2,2,2,2,4,5,3,10,10,1,2,1,2,3,3,2,3,3,3,1,42,1,1,3,458012,1
2,2,3,2,2,3,2,2,8,8,8,10,8,3,3,2,2,2,2,2,2,2,2,1,42,1,1,3,458012,1
1,2,2,3,2,3,2,2,8,7,6,10,2,4,3,1,2,3,4,2,4,3,2,1,39,1,2,3,458012,1
1,1,1,2,1,1,1,2,8,9,8,5,10,3,3,1,3,2,3,1,4,2,3,1,34,1,1,4,458004,1
2,4,2,4,1,3,2,2,8,6,7,10,8,3,2,2,2,4,4,2,2,4,4,1,37,6,3,4,458012,1
1,1,1,1,1,1,2,2,7,5,4,4,10,2,3,2,2,3,2,3,3,3,2,1,32,6,6,2,458004,1
1,2,2,2,2,2,2,2,5,6,6,9,6,2,2,2,3,2,2,3,3,2,2,1,36,1,1,4,458012,1
